Freq.	I(C1)	I(L1)	I(R1)	I(R2)	I(V1)
5.37031796370244e+006	(-2.51054501263901e+001dB,4.28792890214235e-003°)	(-9.88630644078452e+001dB,-8.99921623322509e+001°)	(-2.51054501263901e+001dB,4.28792891771873e-003°)	(-9.88630644078452e+001dB,-8.99921623322509e+001°)	(-2.51054498331607e+001dB,1.79992532407263e+002°)
5.49540873857616e+006	(-2.51054501252953e+001dB,4.19032377213609e-003°)	(-9.90630644041876e+001dB,-8.99923407393479e+001°)	(-2.51054501252953e+001dB,4.19032373955961e-003°)	(-9.90630644041876e+001dB,-8.99923407393479e+001°)	(-2.51054498452634e+001dB,1.79992702390421e+002°)
5.62341325190340e+006	(-2.51054501242498e+001dB,4.09494033358140e-003°)	(-9.92630644006947e+001dB,-8.99925150854038e+001°)	(-2.51054501242498e+001dB,4.09494032648098e-003°)	(-9.92630644006947e+001dB,-8.99925150854038e+001°)	(-2.51054498568215e+001dB,1.79992868504280e+002°)
5.75439937337148e+006	(-2.51054501232514e+001dB,4.00172803511397e-003°)	(-9.94630643973589e+001dB,-8.99926854628590e+001°)	(-2.51054501232514e+001dB,4.00172810493682e-003°)	(-9.94630643973589e+001dB,-8.99926854628590e+001°)	(-2.51054498678593e+001dB,1.79993030836893e+002°)
5.88843655355579e+006	(-2.51054501222979e+001dB,3.91063775822227e-003°)	(-9.96630643941732e+001dB,-8.99928519620500e+001°)	(-2.51054501222979e+001dB,3.91063765257542e-003°)	(-9.96630643941732e+001dB,-8.99928519620500e+001°)	(-2.51054498784003e+001dB,1.79993189474438e+002°)
6.02559586074348e+006	(-2.51054501213873e+001dB,3.82162070948586e-003°)	(-9.98630643911310e+001dB,-8.99930146712568e+001°)	(-2.51054501213873e+001dB,3.82162067203505e-003°)	(-9.98630643911310e+001dB,-8.99930146712568e+001°)	(-2.51054498884670e+001dB,1.79993344500862e+002°)
6.16595001861472e+006	(-2.51054501205177e+001dB,3.73463004676358e-003°)	(-1.00063064388226e+002dB,-8.99931736767500e+001°)	(-2.51054501205177e+001dB,3.73462996533607e-003°)	(-1.00063064388226e+002dB,-8.99931736767500e+001°)	(-2.51054498980805e+001dB,1.79993495998593e+002°)
6.30957344480183e+006	(-2.51054501196873e+001dB,3.64961950777292e-003°)	(-1.00263064385451e+002dB,-8.99933290628365e+001°)	(-2.51054501196873e+001dB,3.64961940885595e-003°)	(-1.00263064385451e+002dB,-8.99933290628365e+001°)	(-2.51054499072614e+001dB,1.79993644047710e+002°)
6.45654229034645e+006	(-2.51054501188942e+001dB,3.56654384872783e-003°)	(-1.00463064382801e+002dB,-8.99934809119038e+001°)	(-2.51054501188942e+001dB,3.56654392887387e-003°)	(-1.00463064382801e+002dB,-8.99934809119038e+001°)	(-2.51054499160290e+001dB,1.79993788726769e+002°)
6.60693448007585e+006	(-2.51054501181368e+001dB,3.48535952331980e-003°)	(-1.00663064380271e+002dB,-8.99936293044645e+001°)	(-2.51054501181368e+001dB,3.48535947767213e-003°)	(-1.00663064380271e+002dB,-8.99936293044645e+001°)	(-2.51054499244021e+001dB,1.79993930112685e+002°)
6.76082975391971e+006	(-2.51054501174135e+001dB,3.40602296223848e-003°)	(-1.00863064377854e+002dB,-8.99937743191981e+001°)	(-2.51054501174135e+001dB,3.40602301018140e-003°)	(-1.00863064377854e+002dB,-8.99937743191981e+001°)	(-2.51054499323983e+001dB,1.79994068280145e+002°)
6.91830970918925e+006	(-2.51054501167228e+001dB,3.32849251600181e-003°)	(-1.01063064375547e+002dB,-8.99939160329936e+001°)	(-2.51054501167228e+001dB,3.32849246115768e-003°)	(-1.01063064375547e+002dB,-8.99939160329936e+001°)	(-2.51054499400346e+001dB,1.79994203302663e+002°)
7.07945784384126e+006	(-2.51054501160631e+001dB,3.25272683618970e-003°)	(-1.01263064373343e+002dB,-8.99940545209892e+001°)	(-2.51054501160631e+001dB,3.25272672287878e-003°)	(-1.01263064373343e+002dB,-8.99940545209892e+001°)	(-2.51054499473272e+001dB,1.79994335251527e+002°)
7.24435960074978e+006	(-2.51054501154331e+001dB,3.17868562860863e-003°)	(-1.01463064371238e+002dB,-8.99941898566133e+001°)	(-2.51054501154331e+001dB,3.17868562334846e-003°)	(-1.01463064371238e+002dB,-8.99941898566133e+001°)	(-2.51054499542916e+001dB,1.79994464196966e+002°)
7.41310241300905e+006	(-2.51054501148315e+001dB,3.10632990002250e-003°)	(-1.01663064369228e+002dB,-8.99943221116226e+001°)	(-2.51054501148315e+001dB,3.10632990499667e-003°)	(-1.01663064369228e+002dB,-8.99943221116226e+001°)	(-2.51054499609425e+001dB,1.79994590206986e+002°)
7.58577575029171e+006	(-2.51054501142570e+001dB,3.03562124803808e-003°)	(-1.01863064367308e+002dB,-8.99944513561403e+001°)	(-2.51054501142570e+001dB,3.03562120386474e-003°)	(-1.01863064367308e+002dB,-8.99944513561403e+001°)	(-2.51054499672942e+001dB,1.79994713349004e+002°)
7.76247116628679e+006	(-2.51054501137083e+001dB,2.96652200232170e-003°)	(-1.02063064365475e+002dB,-8.99945776586937e+001°)	(-2.51054501137083e+001dB,2.96652202926424e-003°)	(-1.02063064365475e+002dB,-8.99945776586937e+001°)	(-2.51054499733599e+001dB,1.79994833687858e+002°)
7.94328234724268e+006	(-2.51054501131843e+001dB,2.89899561106651e-003°)	(-1.02263064363725e+002dB,-8.99947010862501e+001°)	(-2.51054501131843e+001dB,2.89899574389897e-003°)	(-1.02263064363725e+002dB,-8.99947010862501e+001°)	(-2.51054499791526e+001dB,1.79994951287330e+002°)
8.12830516164086e+006	(-2.51054501126839e+001dB,2.83300666885061e-003°)	(-1.02463064362053e+002dB,-8.99948217042523e+001°)	(-2.51054501126839e+001dB,2.83300654443936e-003°)	(-1.02463064362053e+002dB,-8.99948217042523e+001°)	(-2.51054499846846e+001dB,1.79995066210266e+002°)
8.31763771102657e+006	(-2.51054501122060e+001dB,2.76851947089999e-003°)	(-1.02663064360456e+002dB,-8.99949395766536e+001°)	(-2.51054501122060e+001dB,2.76851944253909e-003°)	(-1.02663064360456e+002dB,-8.99949395766536e+001°)	(-2.51054499899677e+001dB,1.79995178516932e+002°)
8.51138038202362e+006	(-2.51054501117497e+001dB,2.70550024288048e-003°)	(-1.02863064358931e+002dB,-8.99950547659515e+001°)	(-2.51054501117497e+001dB,2.70550024628380e-003°)	(-1.02863064358931e+002dB,-8.99950547659515e+001°)	(-2.51054499950129e+001dB,1.79995288267123e+002°)
8.70963589956066e+006	(-2.51054501113138e+001dB,2.64391566787483e-003°)	(-1.03063064357475e+002dB,-8.99951673332209e+001°)	(-2.51054501113138e+001dB,2.64391554206208e-003°)	(-1.03063064357475e+002dB,-8.99951673332209e+001°)	(-2.51054499998311e+001dB,1.79995395519463e+002°)
8.91250938133731e+006	(-2.51054501108976e+001dB,2.58373286545257e-003°)	(-1.03263064356085e+002dB,-8.99952773381465e+001°)	(-2.51054501108976e+001dB,2.58373267684916e-003°)	(-1.03263064356085e+002dB,-8.99952773381465e+001°)	(-2.51054500044325e+001dB,1.79995500330467e+002°)
9.12010839355894e+006	(-2.51054501105001e+001dB,2.52491977878748e-003°)	(-1.03463064354757e+002dB,-8.99953848390543e+001°)	(-2.51054501105001e+001dB,2.52491974089382e-003°)	(-1.03463064354757e+002dB,-8.99953848390543e+001°)	(-2.51054500088267e+001dB,1.79995602755240e+002°)
9.33254300796975e+006	(-2.51054501101205e+001dB,2.46744559431677e-003°)	(-1.03663064353488e+002dB,-8.99954898929427e+001°)	(-2.51054501101205e+001dB,2.46744555079943e-003°)	(-1.03663064353488e+002dB,-8.99954898929427e+001°)	(-2.51054500130232e+001dB,1.79995702848655e+002°)
9.54992586021420e+006	(-2.51054501097580e+001dB,2.41127983531829e-003°)	(-1.03863064352277e+002dB,-8.99955925555127e+001°)	(-2.51054501097580e+001dB,2.41127963299011e-003°)	(-1.03863064352277e+002dB,-8.99955925555127e+001°)	(-2.51054500170308e+001dB,1.79995800663942e+002°)
9.77237220955794e+006	(-2.51054501094118e+001dB,2.35639222945537e-003°)	(-1.04063064351121e+002dB,-8.99956928811974e+001°)	(-2.51054501094118e+001dB,2.35639220755321e-003°)	(-1.04063064351121e+002dB,-8.99956928811974e+001°)	(-2.51054500208580e+001dB,1.79995896252455e+002°)
1.00000000000000e+007	(-2.51054501090812e+001dB,2.30275396279461e-003°)	(-1.04263064350016e+002dB,-8.99957909231906e+001°)	(-2.51054501090812e+001dB,2.30275417244962e-003°)	(-1.04263064350016e+002dB,-8.99957909231906e+001°)	(-2.51054500245129e+001dB,1.79995989665081e+002°)
