Freq.	I(C1)	I(L1)	I(R1)	I(R2)	I(V1)
8.12830516164092e+004	(-2.51055562786856e+001dB,2.83298345961634e-001°)	(-6.24634190542056e+001dB,-8.94821845223126e+001°)	(-2.51055562786856e+001dB,2.83298345962362e-001°)	(-6.24634190542056e+001dB,-8.94821845223126e+001°)	(-2.51042765595627e+001dB,1.79506738078295e+002°)
8.31763771102663e+004	(-2.51055515000063e+001dB,2.76849789851893e-001°)	(-6.26634030894551e+001dB,-8.94939708215529e+001°)	(-2.51055515000063e+001dB,2.76849789852129e-001°)	(-6.26634030894551e+001dB,-8.94939708215529e+001°)	(-2.51043293659749e+001dB,1.79517960942775e+002°)
8.51138038202369e+004	(-2.51055469363981e+001dB,2.70548014023805e-001°)	(-6.28633878431819e+001dB,-8.95054888732520e+001°)	(-2.51055469363981e+001dB,2.70548014022385e-001°)	(-6.28633878431819e+001dB,-8.95054888732520e+001°)	(-2.51043797967363e+001dB,1.79528928687151e+002°)
8.70963589956073e+004	(-2.51055425781817e+001dB,2.64389677798826e-001°)	(-6.30633732830541e+001dB,-8.95167447807074e+001°)	(-2.51055425781817e+001dB,2.64389677798387e-001°)	(-6.30633732830541e+001dB,-8.95167447807074e+001°)	(-2.51044279586783e+001dB,1.79539647095752e+002°)
8.91250938133737e+004	(-2.51055384161132e+001dB,2.58371516517018e-001°)	(-6.32633593781945e+001dB,-8.95277445084729e+001°)	(-2.51055384161132e+001dB,2.58371516518240e-001°)	(-6.32633593781945e+001dB,-8.95277445084729e+001°)	(-2.51044739538322e+001dB,1.79550121822764e+002°)
9.12010839355901e+004	(-2.51055344413649e+001dB,2.52490339805567e-001°)	(-6.34633460991150e+001dB,-8.95384938855048e+001°)	(-2.51055344413649e+001dB,2.52490339804652e-001°)	(-6.34633460991150e+001dB,-8.95384938855048e+001°)	(-2.51045178796440e+001dB,1.79560358395105e+002°)
9.33254300796982e+004	(-2.51055306455063e+001dB,2.46743029875820e-001°)	(-6.36633334176547e+001dB,-8.95489986082363e+001°)	(-2.51055306455063e+001dB,2.46743029875890e-001°)	(-6.36633334176547e+001dB,-8.95489986082363e+001°)	(-2.51045598291808e+001dB,1.79570362215200e+002°)
9.54992586021427e+004	(-2.51055270204865e+001dB,2.41126539896381e-001°)	(-6.38633213069196e+001dB,-8.95592642435839e+001°)	(-2.51055270204865e+001dB,2.41126539895056e-001°)	(-6.38633213069196e+001dB,-8.95592642435839e+001°)	(-2.51045998913270e+001dB,1.79580138563758e+002°)
9.77237220955802e+004	(-2.51055235586166e+001dB,2.35637892357198e-001°)	(-6.40633097412258e+001dB,-8.95692962318857e+001°)	(-2.51055235586166e+001dB,2.35637892356823e-001°)	(-6.40633097412258e+001dB,-8.95692962318857e+001°)	(-2.51046381509720e+001dB,1.79589692602428e+002°)
9.99999999999991e+004	(-2.51055202525539e+001dB,2.30274177510812e-001°)	(-6.42632986960452e+001dB,-8.95790998897727e+001°)	(-2.51055202525539e+001dB,2.30274177510788e-001°)	(-6.42632986960452e+001dB,-8.95790998897727e+001°)	(-2.51046746891896e+001dB,1.79599029376461e+002°)
1.02329299228074e+005	(-2.51055170952862e+001dB,2.25032551820040e-001°)	(-6.44632881479534e+001dB,-8.95886804129766e+001°)	(-2.51055170952862e+001dB,2.25032551820606e-001°)	(-6.44632881479534e+001dB,-8.95886804129766e+001°)	(-2.51047095834094e+001dB,1.79608153817268e+002°)
1.04712854805089e+005	(-2.51055140801168e+001dB,2.19910236458267e-001°)	(-6.46632780745800e+001dB,-8.95980428790734e+001°)	(-2.51055140801168e+001dB,2.19910236458103e-001°)	(-6.46632780745800e+001dB,-8.95980428790734e+001°)	(-2.51047429075800e+001dB,1.79617070744958e+002°)
1.07151930523760e+005	(-2.51055112006505e+001dB,2.14904515832858e-001°)	(-6.48632684545613e+001dB,-8.96071922501656e+001°)	(-2.51055112006505e+001dB,2.14904515831585e-001°)	(-6.48632684545613e+001dB,-8.96071922501656e+001°)	(-2.51047747323257e+001dB,1.79625784870789e+002°)
1.09647819614317e+005	(-2.51055084507797e+001dB,2.10012736148756e-001°)	(-6.50632592674949e+001dB,-8.96161333755031e+001°)	(-2.51055084507797e+001dB,2.10012736147558e-001°)	(-6.50632592674949e+001dB,-8.96161333755031e+001°)	(-2.51048051250958e+001dB,1.79634300799609e+002°)
1.12201845430195e+005	(-2.51055058246718e+001dB,2.05232304003033e-001°)	(-6.52632504938964e+001dB,-8.96248709940463e+001°)	(-2.51055058246718e+001dB,2.05232304005108e-001°)	(-6.52632504938964e+001dB,-8.96248709940463e+001°)	(-2.51048341503068e+001dB,1.79642623032203e+002°)
1.14815362149687e+005	(-2.51055033167568e+001dB,2.00560685021858e-001°)	(-6.54632421151584e+001dB,-8.96334097369694e+001°)	(-2.51055033167568e+001dB,2.00560685022215e-001°)	(-6.54632421151584e+001dB,-8.96334097369694e+001°)	(-2.51048618694791e+001dB,1.79650755967634e+002°)
1.17489755493952e+005	(-2.51055009217152e+001dB,1.95995402493152e-001°)	(-6.56632341135106e+001dB,-8.96417541301090e+001°)	(-2.51055009217152e+001dB,1.95995402493255e-001°)	(-6.56632341135106e+001dB,-8.96417541301090e+001°)	(-2.51048883413668e+001dB,1.79658703905485e+002°)
1.20226443461740e+005	(-2.51054986344670e+001dB,1.91534036077527e-001°)	(-6.58632264719825e+001dB,-8.96499085963561e+001°)	(-2.51054986344670e+001dB,1.91534036077006e-001°)	(-6.58632264719825e+001dB,-8.96499085963561e+001°)	(-2.51049136220819e+001dB,1.79666471048110e+002°)
1.23026877081237e+005	(-2.51054964501608e+001dB,1.87174220516437e-001°)	(-6.60632191743672e+001dB,-8.96578774579944e+001°)	(-2.51054964501608e+001dB,1.87174220514462e-001°)	(-6.60632191743672e+001dB,-8.96578774579944e+001°)	(-2.51049377652132e+001dB,1.79674061502758e+002°)
1.25892541179416e+005	(-2.51054943641635e+001dB,1.82913644375760e-001°)	(-6.62632122051874e+001dB,-8.96656649389861e+001°)	(-2.51054943641635e+001dB,1.82913644375771e-001°)	(-6.62632122051874e+001dB,-8.96656649389861e+001°)	(-2.51049608219398e+001dB,1.79681479283757e+002°)
1.28824955169312e+005	(-2.51054923720507e+001dB,1.78750048833884e-001°)	(-6.64632055496618e+001dB,-8.96732751672050e+001°)	(-2.51054923720507e+001dB,1.78750048835650e-001°)	(-6.64632055496618e+001dB,-8.96732751672050e+001°)	(-2.51049828411390e+001dB,1.79688728314549e+002°)
1.31825673855639e+005	(-2.51054904695968e+001dB,1.74681226477016e-001°)	(-6.66631991936747e+001dB,-8.96807121766202e+001°)	(-2.51054904695968e+001dB,1.74681226476628e-001°)	(-6.66631991936747e+001dB,-8.96807121766202e+001°)	(-2.51050038694899e+001dB,1.79695812429751e+002°)
1.34896288259164e+005	(-2.51054886527667e+001dB,1.70705020117299e-001°)	(-6.68631931237455e+001dB,-8.96879799094294e+001°)	(-2.51054886527667e+001dB,1.70705020119479e-001°)	(-6.68631931237455e+001dB,-8.96879799094294e+001°)	(-2.51050239515724e+001dB,1.79702735377120e+002°)
1.38038426460287e+005	(-2.51054869177067e+001dB,1.66819321681382e-001°)	(-6.70631873270002e+001dB,-8.96950822181450e+001°)	(-2.51054869177067e+001dB,1.66819321680248e-001°)	(-6.70631873270002e+001dB,-8.96950822181450e+001°)	(-2.51050431299611e+001dB,1.79709500819522e+002°)
1.41253754462274e+005	(-2.51054852607367e+001dB,1.63022071054544e-001°)	(-6.72631817911442e+001dB,-8.97020228676312e+001°)	(-2.51054852607367e+001dB,1.63022071053244e-001°)	(-6.72631817911442e+001dB,-8.97020228676312e+001°)	(-2.51050614453158e+001dB,1.79716112336841e+002°)
1.44543977074591e+005	(-2.51054836783420e+001dB,1.59311255018742e-001°)	(-6.74631765044361e+001dB,-8.97088055370972e+001°)	(-2.51054836783420e+001dB,1.59311255019427e-001°)	(-6.74631765044361e+001dB,-8.97088055370972e+001°)	(-2.51050789364677e+001dB,1.79722573427813e+002°)
1.47910838816819e+005	(-2.51054821671662e+001dB,1.55684906179287e-001°)	(-6.76631714556631e+001dB,-8.97154338220433e+001°)	(-2.51054821671662e+001dB,1.55684906179613e-001°)	(-6.76631714556631e+001dB,-8.97154338220433e+001°)	(-2.51050956405009e+001dB,1.79728887511887e+002°)
1.51356124843619e+005	(-2.51054807240040e+001dB,1.52141101913497e-001°)	(-6.78631666341168e+001dB,-8.97219112361637e+001°)	(-2.51054807240040e+001dB,1.52141101911928e-001°)	(-6.78631666341168e+001dB,-8.97219112361637e+001°)	(-2.51051115928318e+001dB,1.79735057930975e+002°)
1.54881661891247e+005	(-2.51054793457944e+001dB,1.48677963353445e-001°)	(-6.80631620295709e+001dB,-8.97282412132065e+001°)	(-2.51054793457944e+001dB,1.48677963352958e-001°)	(-6.80631620295709e+001dB,-8.97282412132065e+001°)	(-2.51051268272834e+001dB,1.79741087951205e+002°)
1.58489319246110e+005	(-2.51054780296141e+001dB,1.45293654403776e-001°)	(-6.82631576322591e+001dB,-8.97344271087908e+001°)	(-2.51054780296141e+001dB,1.45293654402076e-001°)	(-6.82631576322591e+001dB,-8.97344271087908e+001°)	(-2.51051413761575e+001dB,1.79746980764648e+002°)
1.62181009735891e+005	(-2.51054767726712e+001dB,1.41986380748579e-001°)	(-6.84631534328548e+001dB,-8.97404722021833e+001°)	(-2.51054767726712e+001dB,1.41986380748393e-001°)	(-6.84631534328548e+001dB,-8.97404722021833e+001°)	(-2.51051552703024e+001dB,1.79752739490950e+002°)
1.65958690743754e+005	(-2.51054755722998e+001dB,1.38754388918034e-001°)	(-6.86631494224510e+001dB,-8.97463796980338e+001°)	(-2.51054755722998e+001dB,1.38754388919850e-001°)	(-6.86631494224510e+001dB,-8.97463796980338e+001°)	(-2.51051685391791e+001dB,1.79758367179004e+002°)
1.69824365246173e+005	(-2.51054744259536e+001dB,1.35595965353567e-001°)	(-6.88631455925417e+001dB,-8.97521527280721e+001°)	(-2.51054744259536e+001dB,1.35595965353919e-001°)	(-6.88631455925417e+001dB,-8.97521527280721e+001°)	(-2.51051812109229e+001dB,1.79763866808503e+002°)
1.73780082874936e+005	(-2.51054733312013e+001dB,1.32509435491427e-001°)	(-6.90631419350035e+001dB,-8.97577943527660e+001°)	(-2.51054733312013e+001dB,1.32509435489443e-001°)	(-6.90631419350035e+001dB,-8.97577943527660e+001°)	(-2.51051933124036e+001dB,1.79769241291536e+002°)
1.77827941003890e+005	(-2.51054722857207e+001dB,1.29493162879983e-001°)	(-6.92631384420788e+001dB,-8.97633075629418e+001°)	(-2.51054722857207e+001dB,1.29493162879132e-001°)	(-6.92631384420788e+001dB,-8.97633075629418e+001°)	(-2.51052048692820e+001dB,1.79774493474079e+002°)
1.81970085860996e+005	(-2.51054712872942e+001dB,1.26545548325796e-001°)	(-6.94631351063590e+001dB,-8.97686952813679e+001°)	(-2.51054712872942e+001dB,1.26545548322234e-001°)	(-6.94631351063590e+001dB,-8.97686952813679e+001°)	(-2.51052159060644e+001dB,1.79779626137519e+002°)
1.86208713666285e+005	(-2.51054703338041e+001dB,1.23665029015277e-001°)	(-6.96631319207689e+001dB,-8.97739603643025e+001°)	(-2.51054703338041e+001dB,1.23665029016941e-001°)	(-6.96631319207689e+001dB,-8.97739603643025e+001°)	(-2.51052264461548e+001dB,1.79784642000097e+002°)
1.90546071796323e+005	(-2.51054694232279e+001dB,1.20850077735866e-001°)	(-6.98631288785518e+001dB,-8.97791056030064e+001°)	(-2.51054694232279e+001dB,1.20850077732068e-001°)	(-6.98631288785518e+001dB,-8.97791056030064e+001°)	(-2.51052365119040e+001dB,1.79789543718346e+002°)
1.94984459975802e+005	(-2.51054685536342e+001dB,1.18099201999109e-001°)	(-7.00631259732551e+001dB,-8.97841337252212e+001°)	(-2.51054685536342e+001dB,1.18099201997571e-001°)	(-7.00631259732551e+001dB,-8.97841337252212e+001°)	(-2.51052461246572e+001dB,1.79794333888436e+002°)
1.99526231496886e+005	(-2.51054677231785e+001dB,1.15410943313538e-001°)	(-7.02631231987164e+001dB,-8.97890473966139e+001°)	(-2.51054677231785e+001dB,1.15410943313483e-001°)	(-7.02631231987164e+001dB,-8.97890473966139e+001°)	(-2.51052553047994e+001dB,1.79799015047633e+002°)
2.04173794466951e+005	(-2.51054669300994e+001dB,1.12783876377143e-001°)	(-7.04631205490509e+001dB,-8.97938492221887e+001°)	(-2.51054669300994e+001dB,1.12783876376836e-001°)	(-7.04631205490509e+001dB,-8.97938492221887e+001°)	(-2.51052640717982e+001dB,1.79803589675531e+002°)
2.08929613085402e+005	(-2.51054661727145e+001dB,1.10216608325010e-001°)	(-7.06631180186384e+001dB,-8.97985417476673e+001°)	(-2.51054661727145e+001dB,1.10216608326176e-001°)	(-7.06631180186384e+001dB,-8.97985417476673e+001°)	(-2.51052724442455e+001dB,1.79808060195426e+002°)
2.13796208950221e+005	(-2.51054654494175e+001dB,1.07707777999092e-001°)	(-7.08631156021119e+001dB,-8.98031274608367e+001°)	(-2.51054654494175e+001dB,1.07707778003258e-001°)	(-7.08631156021119e+001dB,-8.98031274608367e+001°)	(-2.51052804398964e+001dB,1.79812428975543e+002°)
2.18776162394953e+005	(-2.51054647586740e+001dB,1.05256055229043e-001°)	(-7.10631132943458e+001dB,-8.98076087928677e+001°)	(-2.51054647586740e+001dB,1.05256055231541e-001°)	(-7.10631132943458e+001dB,-8.98076087928677e+001°)	(-2.51052880757073e+001dB,1.79816698330333e+002°)
2.23872113856832e+005	(-2.51054640990191e+001dB,1.02860140112011e-001°)	(-7.12631110904451e+001dB,-8.98119881196024e+001°)	(-2.51054640990191e+001dB,1.02860140111093e-001°)	(-7.12631110904451e+001dB,-8.98119881196024e+001°)	(-2.51052953678717e+001dB,1.79820870521631e+002°)
2.29086765276775e+005	(-2.51054634690534e+001dB,1.00518762329146e-001°)	(-7.14631089857352e+001dB,-8.98162677628130e+001°)	(-2.51054634690534e+001dB,1.00518762329540e-001°)	(-7.14631089857352e+001dB,-8.98162677628130e+001°)	(-2.51053023318542e+001dB,1.79824947759882e+002°)
2.34422881531990e+005	(-2.51054628674407e+001dB,9.82306804933525e-002°)	(-7.16631069757519e+001dB,-8.98204499914318e+001°)	(-2.51054628674407e+001dB,9.82306804886880e-002°)	(-7.16631069757519e+001dB,-8.98204499914318e+001°)	(-2.51053089824238e+001dB,1.79828932205321e+002°)
2.39883291901946e+005	(-2.51054622929050e+001dB,9.59946814432683e-002°)	(-7.18631050562319e+001dB,-8.98245370227535e+001°)	(-2.51054622929050e+001dB,9.59946814464661e-002°)	(-7.18631050562319e+001dB,-8.98245370227535e+001°)	(-2.51053153336847e+001dB,1.79832825969040e+002°)
2.45470891568500e+005	(-2.51054617442277e+001dB,9.38095796754394e-002°)	(-7.20631032231037e+001dB,-8.98285310236097e+001°)	(-2.51054617442277e+001dB,9.38095796738445e-002°)	(-7.20631032231037e+001dB,-8.98285310236097e+001°)	(-2.51053213991067e+001dB,1.79836631114233e+002°)
2.51188643150955e+005	(-2.51054612202447e+001dB,9.16742166205399e-002°)	(-7.22631014724792e+001dB,-8.98324341115171e+001°)	(-2.51054612202447e+001dB,9.16742166263797e-002°)	(-7.22631014724792e+001dB,-8.98324341115171e+001°)	(-2.51053271915534e+001dB,1.79840349657090e+002°)
2.57039578276884e+005	(-2.51054607198449e+001dB,8.95874601307341e-002°)	(-7.24630998006451e+001dB,-8.98362483557997e+001°)	(-2.51054607198449e+001dB,8.95874601300607e-002°)	(-7.24630998006451e+001dB,-8.98362483557997e+001°)	(-2.51053327233093e+001dB,1.79843983568071e+002°)
2.63026799189535e+005	(-2.51054602419667e+001dB,8.75482037858284e-002°)	(-7.26630982040553e+001dB,-8.98399757786849e+001°)	(-2.51054602419667e+001dB,8.75482037811284e-002°)	(-7.26630982040553e+001dB,-8.98399757786849e+001°)	(-2.51053380061066e+001dB,1.79847534772796e+002°)
2.69153480392689e+005	(-2.51054597855965e+001dB,8.55553663570799e-002°)	(-7.28630966793234e+001dB,-8.98436183563754e+001°)	(-2.51054597855965e+001dB,8.55553663595521e-002°)	(-7.28630966793234e+001dB,-8.98436183563754e+001°)	(-2.51053430511491e+001dB,1.79851005153084e+002°)
2.75422870333814e+005	(-2.51054593497663e+001dB,8.36078912563225e-002°)	(-7.30630952232152e+001dB,-8.98471780200963e+001°)	(-2.51054593497663e+001dB,8.36078912558503e-002°)	(-7.30630952232152e+001dB,-8.98471780200963e+001°)	(-2.51053478691366e+001dB,1.79854396548032e+002°)
2.81838293126442e+005	(-2.51054589335516e+001dB,8.17047459134499e-002°)	(-7.32630938326422e+001dB,-8.98506566571185e+001°)	(-2.51054589335516e+001dB,8.17047459109551e-002°)	(-7.32630938326422e+001dB,-8.98506566571185e+001°)	(-2.51053524702876e+001dB,1.79857710754862e+002°)
2.88403150312657e+005	(-2.51054585360697e+001dB,7.98449212688829e-002°)	(-7.34630925046549e+001dB,-8.98540561117586e+001°)	(-2.51054585360697e+001dB,7.98449212688211e-002°)	(-7.34630925046549e+001dB,-8.98540561117586e+001°)	(-2.51053568643605e+001dB,1.79860949529975e+002°)
2.95120922666635e+005	(-2.51054581564774e+001dB,7.80274312468982e-002°)	(-7.36630912364365e+001dB,-8.98573781863568e+001°)	(-2.51054581564774e+001dB,7.80274312414915e-002°)	(-7.36630912364365e+001dB,-8.98573781863568e+001°)	(-2.51053610606747e+001dB,1.79864114589813e+002°)
3.01995172040198e+005	(-2.51054577939695e+001dB,7.62513121859223e-002°)	(-7.38630900252969e+001dB,-8.98606246422315e+001°)	(-2.51054577939695e+001dB,7.62513121863354e-002°)	(-7.38630900252969e+001dB,-8.98606246422315e+001°)	(-2.51053650681300e+001dB,1.79867207611777e+002°)
3.09029543251356e+005	(-2.51054574477771e+001dB,7.45156223967362e-002°)	(-7.40630888686674e+001dB,-8.98637972006132e+001°)	(-2.51054574477771e+001dB,7.45156223951818e-002°)	(-7.40630888686674e+001dB,-8.98637972006132e+001°)	(-2.51053688952262e+001dB,1.79870230235154e+002°)
3.16227766016834e+005	(-2.51054571171659e+001dB,7.28194415950585e-002°)	(-7.42630877640944e+001dB,-8.98668975435566e+001°)	(-2.51054571171659e+001dB,7.28194415950790e-002°)	(-7.42630877640944e+001dB,-8.98668975435566e+001°)	(-2.51053725500800e+001dB,1.79873184061924e+002°)
3.23593656929625e+005	(-2.51054568014346e+001dB,7.11618704625216e-002°)	(-7.44630867092351e+001dB,-8.98699273148317e+001°)	(-2.51054568014346e+001dB,7.11618704604141e-002°)	(-7.44630867092351e+001dB,-8.98699273148317e+001°)	(-2.51053760404433e+001dB,1.79876070657647e+002°)
3.31131121482587e+005	(-2.51054564999136e+001dB,6.95420301347555e-002°)	(-7.46630857018521e+001dB,-8.98728881207956e+001°)	(-2.51054564999136e+001dB,6.95420301361358e-002°)	(-7.46630857018521e+001dB,-8.98728881207956e+001°)	(-2.51053793737188e+001dB,1.79878891552258e+002°)
3.38844156139199e+005	(-2.51054562119632e+001dB,6.79590617765863e-002°)	(-7.48630847398086e+001dB,-8.98757815312436e+001°)	(-2.51054562119632e+001dB,6.79590617718265e-002°)	(-7.48630847398086e+001dB,-8.98757815312436e+001°)	(-2.51053825569763e+001dB,1.79881648240926e+002°)
3.46736850452528e+005	(-2.51054559369728e+001dB,6.64121260717183e-002°)	(-7.50630838210640e+001dB,-8.98786090802411e+001°)	(-2.51054559369728e+001dB,6.64121260663785e-002°)	(-7.50630838210640e+001dB,-8.98786090802411e+001°)	(-2.51053855969673e+001dB,1.79884342184782e+002°)
3.54813389233571e+005	(-2.51054556743589e+001dB,6.49004028181062e-002°)	(-7.52630829436695e+001dB,-8.98813722669368e+001°)	(-2.51054556743589e+001dB,6.49004028230309e-002°)	(-7.52630829436695e+001dB,-8.98813722669368e+001°)	(-2.51053885001397e+001dB,1.79886974811720e+002°)
3.63078054770097e+005	(-2.51054554235645e+001dB,6.34230905225520e-002°)	(-7.54630821057641e+001dB,-8.98840725563576e+001°)	(-2.51054554235645e+001dB,6.34230905145338e-002°)	(-7.54630821057641e+001dB,-8.98840725563576e+001°)	(-2.51053912726508e+001dB,1.79889547517204e+002°)
3.71535229097168e+005	(-2.51054551840578e+001dB,6.19794058652737e-002°)	(-7.56630813055705e+001dB,-8.98867113801845e+001°)	(-2.51054551840578e+001dB,6.19794058582084e-002°)	(-7.56630813055705e+001dB,-8.98867113801845e+001°)	(-2.51053939203813e+001dB,1.79892061664873e+002°)
3.80189396320557e+005	(-2.51054549553306e+001dB,6.05685833973748e-002°)	(-7.58630805413914e+001dB,-8.98892901375121e+001°)	(-2.51054549553306e+001dB,6.05685834006773e-002°)	(-7.58630805413914e+001dB,-8.98892901375121e+001°)	(-2.51053964489468e+001dB,1.79894518587417e+002°)
3.89045144994276e+005	(-2.51054547368978e+001dB,5.91898751143588e-002°)	(-7.60630798116059e+001dB,-8.98918101955899e+001°)	(-2.51054547368978e+001dB,5.91898751120463e-002°)	(-7.60630798116059e+001dB,-8.98918101955899e+001°)	(-2.51053988637105e+001dB,1.79896919587183e+002°)
3.98107170553493e+005	(-2.51054545282962e+001dB,5.78425499815802e-002°)	(-7.62630791146660e+001dB,-8.98942728905469e+001°)	(-2.51054545282962e+001dB,5.78425499893216e-002°)	(-7.62630791146660e+001dB,-8.98942728905469e+001°)	(-2.51054011697941e+001dB,1.79899265936858e+002°)
4.07380277804108e+005	(-2.51054543290831e+001dB,5.65258936700876e-002°)	(-7.64630784490935e+001dB,-8.98966795281003e+001°)	(-2.51054543290831e+001dB,5.65258936688527e-002°)	(-7.64630784490935e+001dB,-8.98966795281003e+001°)	(-2.51054033720887e+001dB,1.79901558880265e+002°)
4.16869383470331e+005	(-2.51054541388361e+001dB,5.52392080436675e-002°)	(-7.66630778134766e+001dB,-8.98990313842471e+001°)	(-2.51054541388361e+001dB,5.52392080475962e-002°)	(-7.66630778134766e+001dB,-8.98990313842471e+001°)	(-2.51054054752656e+001dB,1.79903799632810e+002°)
4.26579518801588e+005	(-2.51054539571516e+001dB,5.39818109147034e-002°)	(-7.68630772064671e+001dB,-8.99013297059409e+001°)	(-2.51054539571516e+001dB,5.39818109129984e-002°)	(-7.68630772064671e+001dB,-8.99013297059409e+001°)	(-2.51054074837856e+001dB,1.79905989382331e+002°)
4.36515832240161e+005	(-2.51054537836442e+001dB,5.27530355802562e-002°)	(-7.70630766267775e+001dB,-8.99035757117526e+001°)	(-2.51054537836442e+001dB,5.27530355813025e-002°)	(-7.70630766267775e+001dB,-8.99035757117526e+001°)	(-2.51054094019088e+001dB,1.79908129289616e+002°)
4.46683592150958e+005	(-2.51054536179460e+001dB,5.15522305432367e-002°)	(-7.72630760731781e+001dB,-8.99057705925166e+001°)	(-2.51054536179460e+001dB,5.15522305440866e-002°)	(-7.72630760731781e+001dB,-8.99057705925166e+001°)	(-2.51054112337035e+001dB,1.79910220489052e+002°)
4.57088189614870e+005	(-2.51054534597054e+001dB,5.03787591128008e-002°)	(-7.74630755444947e+001dB,-8.99079155119620e+001°)	(-2.51054534597054e+001dB,5.03787591228474e-002°)	(-7.74630755444947e+001dB,-8.99079155119620e+001°)	(-2.51054129830552e+001dB,1.79912264089183e+002°)
4.67735141287193e+005	(-2.51054533085868e+001dB,4.92319991242249e-002°)	(-7.76630750396059e+001dB,-8.99100116073294e+001°)	(-2.51054533085868e+001dB,4.92319991314449e-002°)	(-7.76630750396059e+001dB,-8.99100116073294e+001°)	(-2.51054146536741e+001dB,1.79914261173373e+002°)
4.78630092322633e+005	(-2.51054531642696e+001dB,4.81113425414645e-002°)	(-7.78630745574408e+001dB,-8.99120599899739e+001°)	(-2.51054531642696e+001dB,4.81113425462295e-002°)	(-7.78630745574408e+001dB,-8.99120599899739e+001°)	(-2.51054162491039e+001dB,1.79916212800315e+002°)
4.89778819368440e+005	(-2.51054530264478e+001dB,4.70161951857615e-002°)	(-7.80630740969767e+001dB,-8.99140617459540e+001°)	(-2.51054530264478e+001dB,4.70161951836778e-002°)	(-7.80630740969767e+001dB,-8.99140617459540e+001°)	(-2.51054177727285e+001dB,1.79918120004619e+002°)
5.01187233627266e+005	(-2.51054528948290e+001dB,4.59459763880591e-002°)	(-7.82630736572368e+001dB,-8.99160179366078e+001°)	(-2.51054528948290e+001dB,4.59459763853649e-002°)	(-7.82630736572368e+001dB,-8.99160179366078e+001°)	(-2.51054192277795e+001dB,1.79919983797309e+002°)
5.12861383991359e+005	(-2.51054527691340e+001dB,4.49001187039029e-002°)	(-7.84630732372885e+001dB,-8.99179295991152e+001°)	(-2.51054527691340e+001dB,4.49001187101069e-002°)	(-7.84630732372885e+001dB,-8.99179295991152e+001°)	(-2.51054206173432e+001dB,1.79921805166477e+002°)
5.24807460249766e+005	(-2.51054526490962e+001dB,4.38780676313504e-002°)	(-7.86630728362408e+001dB,-8.99197977470478e+001°)	(-2.51054526490962e+001dB,4.38780676331101e-002°)	(-7.86630728362408e+001dB,-8.99197977470478e+001°)	(-2.51054219443669e+001dB,1.79923585077709e+002°)
5.37031796370246e+005	(-2.51054525344610e+001dB,4.28792812509547e-002°)	(-7.88630724532433e+001dB,-8.99216233709067e+001°)	(-2.51054525344610e+001dB,4.28792812519684e-002°)	(-7.88630724532433e+001dB,-8.99216233709067e+001°)	(-2.51054232116654e+001dB,1.79925324474541e+002°)
5.49540873857618e+005	(-2.51054524249852e+001dB,4.19032300040170e-002°)	(-7.90630720874835e+001dB,-8.99234074386467e+001°)	(-2.51054524249852e+001dB,4.19032299993513e-002°)	(-7.90630720874835e+001dB,-8.99234074386467e+001°)	(-2.51054244219267e+001dB,1.79927024279188e+002°)
5.62341325190342e+005	(-2.51054523204367e+001dB,4.09493963586074e-002°)	(-7.92630717381855e+001dB,-8.99251508961906e+001°)	(-2.51054523204367e+001dB,4.09493963622325e-002°)	(-7.92630717381855e+001dB,-8.99251508961906e+001°)	(-2.51054255777177e+001dB,1.79928685392722e+002°)
5.75439937337150e+005	(-2.51054522205936e+001dB,4.00172746187516e-002°)	(-7.94630714046085e+001dB,-8.99268546679295e+001°)	(-2.51054522205936e+001dB,4.00172746075081e-002°)	(-7.94630714046085e+001dB,-8.99268546679295e+001°)	(-2.51054266814901e+001dB,1.79930308695831e+002°)
5.88843655355582e+005	(-2.51054521252442e+001dB,3.91063705189981e-002°)	(-7.96630710860449e+001dB,-8.99285196572138e+001°)	(-2.51054521252442e+001dB,3.91063705138604e-002°)	(-7.96630710860449e+001dB,-8.99285196572138e+001°)	(-2.51054277355850e+001dB,1.79931895049073e+002°)
6.02559586074350e+005	(-2.51054520341862e+001dB,3.82162011019752e-002°)	(-7.98630707818191e+001dB,-8.99301467468316e+001°)	(-2.51054520341862e+001dB,3.82162011097247e-002°)	(-7.98630707818191e+001dB,-8.99301467468316e+001°)	(-2.51054287422382e+001dB,1.79933445293472e+002°)
6.16595001861474e+005	(-2.51054519472265e+001dB,3.73462944178285e-002°)	(-8.00630704912856e+001dB,-8.99317367994767e+001°)	(-2.51054519472265e+001dB,3.73462944172200e-002°)	(-8.00630704912856e+001dB,-8.99317367994767e+001°)	(-2.51054297035850e+001dB,1.79934960250899e+002°)
6.30957344480185e+005	(-2.51054518641806e+001dB,3.64961892023772e-002°)	(-8.02630702138282e+001dB,-8.99332906582065e+001°)	(-2.51054518641806e+001dB,3.64961892019085e-002°)	(-8.02630702138282e+001dB,-8.99332906582065e+001°)	(-2.51054306216643e+001dB,1.79936440724559e+002°)
6.45654229034647e+005	(-2.51054517848724e+001dB,3.56654347323264e-002°)	(-8.04630699488585e+001dB,-8.99348091468881e+001°)	(-2.51054517848724e+001dB,3.56654347282507e-002°)	(-8.04630699488585e+001dB,-8.99348091468881e+001°)	(-2.51054314984236e+001dB,1.79937887499294e+002°)
